filename,class,class_id,original_path,category,subcategory
Foot ulcer_Abnormal(Ulcer)_1135.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\20.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1136.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\200.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1137.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\201.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1138.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\202.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1139.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\203.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1140.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\204.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1141.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\205.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1142.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\206.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1143.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\207.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1144.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\208.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1145.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\209.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1146.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\21.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1147.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\210.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1148.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\211.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1149.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\212.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1150.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\213.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1151.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\214.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1152.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\215.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1153.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\216.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1154.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\217.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1155.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\218.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1156.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\219.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1157.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\22.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1158.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\220.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1159.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\221.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1160.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\222.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1161.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\223.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1162.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\224.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1163.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\225.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1164.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\226.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1165.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\227.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1166.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\228.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1167.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\229.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1168.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\23.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1169.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\230.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1170.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\231.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1171.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\232.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1172.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\233.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1173.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\234.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1174.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\235.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1175.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\236.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1176.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\237.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1177.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\238.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1178.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\239.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1179.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\24.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1180.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\240.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1181.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\241.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1182.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\242.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1183.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\243.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1184.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\244.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1185.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\245.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1186.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\246.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1187.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\247.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1188.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\248.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1189.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\249.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1190.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\25.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1191.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\250.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1192.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\251.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1193.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\252.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1194.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\253.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1195.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\254.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1196.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\255.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1197.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\256.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1198.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\257.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1199.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\258.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1200.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\259.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1201.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\26.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1202.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\260.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1203.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\261.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1204.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\262.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1205.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\263.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1206.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\264.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1207.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\265.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1208.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\266.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1209.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\267.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1210.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\268.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1211.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\269.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1212.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\27.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1213.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\270.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1214.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\271.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1215.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\272.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1216.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\273.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1217.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\274.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1218.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\275.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1219.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\276.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1220.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\277.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1221.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\278.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1222.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\279.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1223.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\28.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1224.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\280.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1225.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\281.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1226.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\282.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1227.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\283.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1228.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\284.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1229.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\285.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1230.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\286.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1231.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\287.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1232.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\288.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1233.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\289.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1234.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\29.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1235.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\290.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1236.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\291.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1237.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\292.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1238.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\293.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1239.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\294.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1240.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\295.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1241.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\296.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1242.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\297.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1243.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\298.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1244.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\299.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1245.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\3.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1246.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\30.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1247.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\300.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1248.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\301.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1249.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\302.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1250.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\303.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1251.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\304.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1252.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\305.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1253.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\306.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1254.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\307.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1255.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\308.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1256.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\309.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1257.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\31.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1258.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\310.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1259.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\311.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1260.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\312.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1261.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\313.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1262.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\314.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1263.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\315.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1264.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\316.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1265.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\317.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1266.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\318.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1267.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\319.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1268.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\32.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1269.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\320.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1270.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\321.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1271.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\322.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1272.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\323.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1273.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\324.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1274.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\325.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1275.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\326.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1276.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\327.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1277.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\328.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1278.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\329.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1279.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\33.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1280.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\330.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1281.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\331.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1282.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\332.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1283.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\333.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1284.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\334.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1285.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\335.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1286.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\336.jpg,Foot ulcer,Abnormal(Ulcer)
Foot ulcer_Abnormal(Ulcer)_1287.jpg,foot_ulcer,2,Dataset\Foot ulcer\Abnormal(Ulcer)\337.jpg,Foot ulcer,Abnormal(Ulcer)
